title,genre,director,actors,description,image,rating,bag_of_words
Gladiator,action adventure drama,ridley scott,"[,russellcrowe,joaquinphoenix,connienielsen,oliverreed,]",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,"https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",8.5,action adventure dramaridley scott russellcrowe joaquinphoenix connienielsen oliverreed A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.
The Prestige,drama mystery sci-fi,christopher nolan,"[,christianbale,hughjackman,scarlettjohansson,michaelcaine,]","After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.","https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_UX67_CR0,0,67,98_AL_.jpg",8.5,drama mystery sci-fichristopher nolan christianbale hughjackman scarlettjohansson michaelcaine After a tragic accident  two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.
Alien,horror sci-fi,ridley scott,"[,sigourneyweaver,tomskerritt,johnhurt,veronicacartwright,]",The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.,"https://m.media-amazon.com/images/M/MV5BOGQzZTBjMjQtOTVmMS00NGE5LWEyYmMtOGQ1ZGZjNmRkYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",8.5,horror sci-firidley scott sigourneyweaver tomskerritt johnhurt veronicacartwright The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.
Casablanca,drama romance war,michael curtiz,"[,humphreybogart,ingridbergman,paulhenreid,clauderains,]",A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,"https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg",8.5,drama romance warmichael curtiz humphreybogart ingridbergman paulhenreid clauderains A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.
The Lion King,animation adventure drama,roger allers,"[,robminkoff,matthewbroderick,jeremyirons,jamesearljones,whoopigoldberg,]","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UX67_CR0,0,67,98_AL_.jpg",8.5,animation adventure dramaroger allers robminkoff matthewbroderick jeremyirons jamesearljones whoopigoldberg Lion prince Simba and his father are targeted by his bitter uncle  who wants to ascend the throne himself.
American History X,crime drama,tony kaye,"[,edwardnorton,edwardfurlong""beverlyd,angelo"",,jenniferlien,]","Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps.","https://m.media-amazon.com/images/M/MV5BZTJhN2FkYWEtMGI0My00YWM4LWI2MjAtM2UwNjY4MTI2ZTQyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX67_CR0,0,67,98_AL_.jpg",8.5,"crime dramatony kaye edwardnorton edwardfurlong""beverlyd angelo""  jenniferlien Living a life marked by violence  neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release  Derek vows to change; he hopes to prevent his brother  Danny  who idolizes Derek  from following in his footsteps."
The Pianist,biography drama music,roman polanski,"[,adrienbrody,thomaskretschmann,frankfinlay,emiliafox,]",A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,"https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR2,0,67,98_AL_.jpg",8.5,biography drama musicroman polanski adrienbrody thomaskretschmann frankfinlay emiliafox A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.
The Usual Suspects,crime drama mystery,bryan singer,"[,kevinspacey,gabrielbyrne,chazzpalminteri,stephenbaldwin,]","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a random police lineup.","https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",8.5,crime drama mysterybryan singer kevinspacey gabrielbyrne chazzpalminteri stephenbaldwin A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat  which began when five criminals met at a random police lineup.
Psycho,horror mystery thriller,alfred hitchcock,"[,anthonyperkins,janetleigh,veramiles,johngavin,]","A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother.","https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",8.5,horror mystery thrilleralfred hitchcock anthonyperkins janetleigh veramiles johngavin A Phoenix secretary embezzles $40 000 from her employer's client  goes on the run and checks into a remote motel run by a young man under the domination of his mother.
The Intouchables,biography comedy drama,olivier nakache,"[,érictoledano,françoiscluzet,omarsy,anneleny,audreyfleurot,]","After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg",8.5,biography comedy dramaolivier nakache érictoledano françoiscluzet omarsy anneleny audreyfleurot After he becomes a quadriplegic from a paragliding accident  an aristocrat hires a young man from the projects to be his caregiver.
Once Upon a Time in the West,western,sergio leone,"[,henryfonda,charlesbronson,claudiacardinale,jasonrobards,]",A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,"https://m.media-amazon.com/images/M/MV5BODQ3NDExOGYtMzI3Mi00NWRlLTkwNjAtNjc4MDgzZGJiZTA1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",8.5,westernsergio leone henryfonda charlesbronson claudiacardinale jasonrobards A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.
Hotaru no haka,animation drama war,isao takahata,"[,tsutomutatsumi,ayanoshiraishi,akemiyamaguchi,yoshikoshinohara,]",A young boy and his little sister struggle to survive in Japan during World War II.,"https://m.media-amazon.com/images/M/MV5BZmY2NjUzNDQtNTgxNC00M2Q4LTljOWQtMjNjNDBjNWUxNmJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",8.5,animation drama warisao takahata tsutomutatsumi ayanoshiraishi akemiyamaguchi yoshikoshinohara A young boy and his little sister struggle to survive in Japan during World War II.
Rear Window,mystery thriller,alfred hitchcock,"[,jamesstewart,gracekelly,wendellcorey,thelmaritter,]","A photographer in a wheelchair spies on his neighbors from his Greenwich Village courtyard apartment window, and becomes convinced one of them has committed murder, despite the skepticism of his fashion-model girlfriend.","https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",8.5,mystery thrilleralfred hitchcock jamesstewart gracekelly wendellcorey thelmaritter A photographer in a wheelchair spies on his neighbors from his Greenwich Village courtyard apartment window  and becomes convinced one of them has committed murder  despite the skepticism of his fashion-model girlfriend.
Nuovo Cinema Paradiso,drama romance,giuseppe tornatore,"[,philippenoiret,enzocannavale,antonellaattili,isadanieli,]",A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,"https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@._V1_UX67_CR0,0,67,98_AL_.jpg",8.5,drama romancegiuseppe tornatore philippenoiret enzocannavale antonellaattili isadanieli A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.
Modern Times,comedy drama romance,charles chaplin,"[,charleschaplin,paulettegoddard,henrybergman,tinysandford,]",The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,"https://m.media-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",8.5,comedy drama romancecharles chaplin charleschaplin paulettegoddard henrybergman tinysandford The Tramp struggles to live in modern industrial society with the help of a young homeless woman.
City Lights,comedy drama romance,charles chaplin,"[,charleschaplin,virginiacherrill,florencelee,harrymyers,]","With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.","https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",8.5,comedy drama romancecharles chaplin charleschaplin virginiacherrill florencelee harrymyers With the aid of a wealthy erratic tippler  a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.
96,drama romance,c. prem kumar,"[,vijaysethupathi,adithyabhaskar,trishakrishnan,]",Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.,"https://m.media-amazon.com/images/M/MV5BOGM2YzI4ZjItYjA4Mi00ZDhiLTk1OGEtZmEzN2U3ODNkNTEzXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_UY98_CR2,0,67,98_AL_.jpg",8.5,drama romancec. prem kumar vijaysethupathi adithyabhaskar trishakrishnan Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.
Spider-Man: Into the Spider-Verse,animation action adventure,bob persichetti,"[,peterramsey,rodneyrothman,shameikmoore,jakejohnson,haileesteinfeld,mahershalaali,]",Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",8.4,animation action adventurebob persichetti peterramsey rodneyrothman shameikmoore jakejohnson haileesteinfeld mahershalaali Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.
Avengers: Endgame,action adventure drama,avengers: infinity war,"[,anthonyrusso,joerusso,robertdowneyjr.,chrisevans,markruffalo,chrishemsworth,]","After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",8.4,action adventure dramaavengers: infinity war anthonyrusso joerusso robertdowneyjr. chrisevans markruffalo chrishemsworth After the devastating events of Avengers: Infinity War (2018)  the universe is in ruins. With the help of remaining allies  the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.
Raiders of the Lost Ark,action adventure,steven spielberg,"[,harrisonford,karenallen,paulfreeman,johnrhys-davies,]","In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.","https://m.media-amazon.com/images/M/MV5BNTU2ODkyY2MtMjU1NC00NjE1LWEzYjgtMWQ3MzRhMTE0NDc0XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",8.4,action adventuresteven spielberg harrisonford karenallen paulfreeman johnrhys-davies In 1936  archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.
Avengers: Infinity War,action adventure sci-fi,anthony russo,"[,joerusso,robertdowneyjr.,chrishemsworth,markruffalo,chrisevans,]",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,"https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UX67_CR0,0,67,98_AL_.jpg",8.4,action adventure sci-fianthony russo joerusso robertdowneyjr. chrishemsworth markruffalo chrisevans The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.
The Shining,drama horror,stanley kubrick,"[,jacknicholson,shelleyduvall,dannylloyd,scatmancrothers,]","A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.","https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",8.4,drama horrorstanley kubrick jacknicholson shelleyduvall dannylloyd scatmancrothers A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence  while his psychic son sees horrific forebodings from both past and future.
Joker,crime drama thriller,todd phillips,"[,joaquinphoenix,robertdeniro,zaziebeetz,francesconroy,]","The rise of Arthur Fleck, from aspiring stand-up comedian and pariah to Gotham's clown prince and leader of the revolution.","https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",8.4,crime drama thrillertodd phillips joaquinphoenix robertdeniro zaziebeetz francesconroy The rise of Arthur Fleck  from aspiring stand-up comedian and pariah to Gotham's clown prince and leader of the revolution.
Django Unchained,drama western,quentin tarantino,"[,jamiefoxx,christophwaltz,leonardodicaprio,kerrywashington,]","With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.","https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",8.4,drama westernquentin tarantino jamiefoxx christophwaltz leonardodicaprio kerrywashington With the help of a German bounty-hunter  a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.
Oldeuboi,action drama mystery,park chan-wook,"[,choimin-sik,yooji-tae,kanghye-jeong,kimbyeong-ok,]","After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.","https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",8.4,action drama mysterypark chan-wook choimin-sik yooji-tae kanghye-jeong kimbyeong-ok After being kidnapped and imprisoned for fifteen years  Oh Dae-Su is released  only to find that he must find his captor in five days.
Apocalypse Now,drama mystery war,francis ford coppola,"[,martinsheen,marlonbrando,robertduvall,fredericforrest,]",A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,"https://m.media-amazon.com/images/M/MV5BYmQyNTA1ZGItNjZjMi00NzFlLWEzMWEtNWMwN2Q2MjJhYzEyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",8.4,drama mystery warfrancis ford coppola martinsheen marlonbrando robertduvall fredericforrest A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.
